"Dataline","Play","PlayerLinenumber","ActSceneLine","Player","PlayerLine"
"59967","Measure for measure","30","3.2.81","ELBOW","Come your ways, sir, come."
"59968","Measure for measure","31","3.2.82","LUCIO","Go to kennel, Pompey, go."
"59969","Measure for measure","31",,"LUCIO","Exeunt ELBOW, POMPEY and Officers"
"59970","Measure for measure","31","3.2.83","LUCIO","What news, friar, of the duke?"
"59971","Measure for measure","32","3.2.84","DUKE VINCENTIO","I know none. Can you tell me of any?"
"59972","Measure for measure","33","3.2.85","LUCIO","Some say he is with the Emperor of Russia, other"
"59973","Measure for measure","33","3.2.86","LUCIO","some, he is in Rome: but where is he, think you?"
"59974","Measure for measure","34","3.2.87","DUKE VINCENTIO","I know not where, but wheresoever, I wish him well."
"59975","Measure for measure","35","3.2.88","LUCIO","It was a mad fantastical trick of him to steal from"
"59976","Measure for measure","35","3.2.89","LUCIO","the state, and usurp the beggary he was never born"
"59977","Measure for measure","35","3.2.90","LUCIO","to. Lord Angelo dukes it well in his absence, he"
"59978","Measure for measure","35","3.2.91","LUCIO","puts transgression to 't."
"59979","Measure for measure","36","3.2.92","DUKE VINCENTIO","He does well in 't."
"59980","Measure for measure","37","3.2.93","LUCIO","A little more lenity to lechery would do no harm in"
"59981","Measure for measure","37","3.2.94","LUCIO","him: something too crabbed that way, friar."
