"Dataline","Play","PlayerLinenumber","ActSceneLine","Player","PlayerLine"
"23001","A Comedy of Errors","54","2.2.162","ADRIANA","My blood is mingled with the crime of lust:"
"23002","A Comedy of Errors","54","2.2.163","ADRIANA","For if we too be one and thou play false,"
"23003","A Comedy of Errors","54","2.2.164","ADRIANA","I do digest the poison of thy flesh,"
"23004","A Comedy of Errors","54","2.2.165","ADRIANA","Being strumpeted by thy contagion."
"23005","A Comedy of Errors","54","2.2.166","ADRIANA","Keep then far league and truce with thy true bed,"
"23006","A Comedy of Errors","54","2.2.167","ADRIANA","I live unstain'd, thou undishonoured."
"23007","A Comedy of Errors","54","2.2.168","ADRIANA","ANTIPHOLUS"
"23008","A Comedy of Errors","55","2.2.169","OF SYRACUSE","Plead you to me, fair dame? I know you not:"
"23009","A Comedy of Errors","55","2.2.170","OF SYRACUSE","In Ephesus I am but two hours old,"
"23010","A Comedy of Errors","55","2.2.171","OF SYRACUSE","As strange unto your town as to your talk,"
"23011","A Comedy of Errors","55","2.2.172","OF SYRACUSE","Who, every word by all my wit being scann'd,"
"23012","A Comedy of Errors","55","2.2.173","OF SYRACUSE","Want wit in all one word to understand."
"23013","A Comedy of Errors","56","2.2.174","LUCIANA","Fie, brother! how the world is changed with you!"
"23014","A Comedy of Errors","56","2.2.175","LUCIANA","When were you wont to use my sister thus?"
"23015","A Comedy of Errors","56","2.2.176","LUCIANA","She sent for you by Dromio home to dinner."
"23016","A Comedy of Errors","56","2.2.177","LUCIANA","ANTIPHOLUS"
"23017","A Comedy of Errors","57","2.2.178","OF SYRACUSE","By Dromio?"
"23018","A Comedy of Errors","58","2.2.179","DROMIO OF SYRACUSE","By me?"
"23019","A Comedy of Errors","59","2.2.180","ADRIANA","By thee, and this thou didst return from him,"
"23020","A Comedy of Errors","59","2.2.181","ADRIANA","That he did buffet thee, and, in his blows,"
"23021","A Comedy of Errors","59","2.2.182","ADRIANA","Denied my house for his, me for his wife."
"23022","A Comedy of Errors","59","2.2.183","ADRIANA","ANTIPHOLUS"
"23023","A Comedy of Errors","60","2.2.184","OF SYRACUSE","Did you converse, sir, with this gentlewoman?"
"23024","A Comedy of Errors","60","2.2.185","OF SYRACUSE","What is the course and drift of your compact?"
"23025","A Comedy of Errors","61","2.2.186","DROMIO OF SYRACUSE","I, sir? I never saw her till this time."
"23026","A Comedy of Errors","61","2.2.187","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23027","A Comedy of Errors","62","2.2.188","OF SYRACUSE","Villain, thou liest, for even her very words"
"23028","A Comedy of Errors","62","2.2.189","OF SYRACUSE","Didst thou deliver to me on the mart."
"23029","A Comedy of Errors","63","2.2.190","DROMIO OF SYRACUSE","I never spake with her in all my life."
"23030","A Comedy of Errors","63","2.2.191","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23031","A Comedy of Errors","64","2.2.192","OF SYRACUSE","How can she thus then call us by our names,"
"23032","A Comedy of Errors","64","2.2.193","OF SYRACUSE","Unless it be by inspiration."
"23033","A Comedy of Errors","65","2.2.194","ADRIANA","How ill agrees it with your gravity"
"23034","A Comedy of Errors","65","2.2.195","ADRIANA","To counterfeit thus grossly with your slave,"
"23035","A Comedy of Errors","65","2.2.196","ADRIANA","Abetting him to thwart me in my mood!"
"23036","A Comedy of Errors","65","2.2.197","ADRIANA","Be it my wrong you are from me exempt,"
"23037","A Comedy of Errors","65","2.2.198","ADRIANA","But wrong not that wrong with a more contempt."
"23038","A Comedy of Errors","65","2.2.199","ADRIANA","Come, I will fasten on this sleeve of thine:"
"23039","A Comedy of Errors","65","2.2.200","ADRIANA","Thou art an elm, my husband, I a vine,"
"23040","A Comedy of Errors","65","2.2.201","ADRIANA","Whose weakness, married to thy stronger state,"
"23041","A Comedy of Errors","65","2.2.202","ADRIANA","Makes me with thy strength to communicate:"
"23042","A Comedy of Errors","65","2.2.203","ADRIANA","If aught possess thee from me, it is dross,"
"23043","A Comedy of Errors","65","2.2.204","ADRIANA","Usurping ivy, brier, or idle moss,"
"23044","A Comedy of Errors","65","2.2.205","ADRIANA","Who, all for want of pruning, with intrusion"
"23045","A Comedy of Errors","65","2.2.206","ADRIANA","Infect thy sap and live on thy confusion."
"23046","A Comedy of Errors","65","2.2.207","ADRIANA","ANTIPHOLUS"
"23047","A Comedy of Errors","66","2.2.208","OF SYRACUSE","To me she speaks, she moves me for her theme:"
"23048","A Comedy of Errors","66","2.2.209","OF SYRACUSE","What, was I married to her in my dream?"
"23049","A Comedy of Errors","66","2.2.210","OF SYRACUSE","Or sleep I now and think I hear all this?"
"23050","A Comedy of Errors","66","2.2.211","OF SYRACUSE","What error drives our eyes and ears amiss?"
"23051","A Comedy of Errors","66","2.2.212","OF SYRACUSE","Until I know this sure uncertainty,"
"23052","A Comedy of Errors","66","2.2.213","OF SYRACUSE","I'll entertain the offer'd fallacy."
"23053","A Comedy of Errors","67","2.2.214","LUCIANA","Dromio, go bid the servants spread for dinner."
"23054","A Comedy of Errors","68","2.2.215","DROMIO OF SYRACUSE","O, for my beads! I cross me for a sinner."
"23055","A Comedy of Errors","68","2.2.216","DROMIO OF SYRACUSE","This is the fairy land: O spite of spites!"
"23056","A Comedy of Errors","68","2.2.217","DROMIO OF SYRACUSE","We talk with goblins, owls and sprites:"
"23057","A Comedy of Errors","68","2.2.218","DROMIO OF SYRACUSE","If we obey them not, this will ensue,"
"23058","A Comedy of Errors","68","2.2.219","DROMIO OF SYRACUSE","They'll suck our breath, or pinch us black and blue."
"23059","A Comedy of Errors","69","2.2.220","LUCIANA","Why pratest thou to thyself and answer'st not?"
"23060","A Comedy of Errors","69","2.2.221","LUCIANA","Dromio, thou drone, thou snail, thou slug, thou sot!"
"23061","A Comedy of Errors","70","2.2.222","DROMIO OF SYRACUSE","I am transformed, master, am I not?"
"23062","A Comedy of Errors","70","2.2.223","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23063","A Comedy of Errors","71","2.2.224","OF SYRACUSE","I think thou art in mind, and so am I."
"23064","A Comedy of Errors","72","2.2.225","DROMIO OF SYRACUSE","Nay, master, both in mind and in my shape."
"23065","A Comedy of Errors","72","2.2.226","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23066","A Comedy of Errors","73","2.2.227","OF SYRACUSE","Thou hast thine own form."
"23067","A Comedy of Errors","74","2.2.228","DROMIO OF SYRACUSE","No, I am an ape."
"23068","A Comedy of Errors","75","2.2.229","LUCIANA","If thou art changed to aught, 'tis to an ass."
"23069","A Comedy of Errors","76","2.2.230","DROMIO OF SYRACUSE","'Tis true, she rides me and I long for grass."
"23070","A Comedy of Errors","76","2.2.231","DROMIO OF SYRACUSE","'Tis so, I am an ass, else it could never be"
"23071","A Comedy of Errors","76","2.2.232","DROMIO OF SYRACUSE","But I should know her as well as she knows me."
"23072","A Comedy of Errors","77","2.2.233","ADRIANA","Come, come, no longer will I be a fool,"
"23073","A Comedy of Errors","77","2.2.234","ADRIANA","To put the finger in the eye and weep,"
"23074","A Comedy of Errors","77","2.2.235","ADRIANA","Whilst man and master laugh my woes to scorn."
"23075","A Comedy of Errors","77","2.2.236","ADRIANA","Come, sir, to dinner. Dromio, keep the gate."
"23076","A Comedy of Errors","77","2.2.237","ADRIANA","Husband, I'll dine above with you to-day"
"23077","A Comedy of Errors","77","2.2.238","ADRIANA","And shrive you of a thousand idle pranks."
"23078","A Comedy of Errors","77","2.2.239","ADRIANA","Sirrah, if any ask you for your master,"
"23079","A Comedy of Errors","77","2.2.240","ADRIANA","Say he dines forth, and let no creature enter."
"23080","A Comedy of Errors","77","2.2.241","ADRIANA","Come, sister. Dromio, play the porter well."
"23081","A Comedy of Errors","77","2.2.242","ADRIANA","ANTIPHOLUS"
"23082","A Comedy of Errors","78","2.2.243","OF SYRACUSE","Am I in earth, in heaven, or in hell?"
"23083","A Comedy of Errors","78","2.2.244","OF SYRACUSE","Sleeping or waking? mad or well-advised?"
"23084","A Comedy of Errors","78","2.2.245","OF SYRACUSE","Known unto these, and to myself disguised!"
"23085","A Comedy of Errors","78","2.2.246","OF SYRACUSE","I'll say as they say and persever so,"
"23086","A Comedy of Errors","78","2.2.247","OF SYRACUSE","And in this mist at all adventures go."
"23087","A Comedy of Errors","79","2.2.248","DROMIO OF SYRACUSE","Master, shall I be porter at the gate?"
"23088","A Comedy of Errors","80","2.2.249","ADRIANA","Ay, and let none enter, lest I break your pate."
"23089","A Comedy of Errors","81","2.2.250","LUCIANA","Come, come, Antipholus, we dine too late."
"23090","A Comedy of Errors","81",,"LUCIANA","Exeunt"
"23091","A Comedy of Errors","81",,"LUCIANA","ACT III"
"23092","A Comedy of Errors","81",,"LUCIANA","SCENE I. Before the house of ANTIPHOLUS of Ephesus."
"23093","A Comedy of Errors","81",,"LUCIANA","Enter ANTIPHOLUS of Ephesus, DROMIO of Ephesus, ANGELO, and BALTHAZAR"
"23094","A Comedy of Errors","81","3.1.1","LUCIANA","ANTIPHOLUS"
"23095","A Comedy of Errors","1","3.1.2","OF EPHESUS","Good Signior Angelo, you must excuse us all,"
"23096","A Comedy of Errors","1","3.1.3","OF EPHESUS","My wife is shrewish when I keep not hours:"
"23097","A Comedy of Errors","1","3.1.4","OF EPHESUS","Say that I linger'd with you at your shop"
"23098","A Comedy of Errors","1","3.1.5","OF EPHESUS","To see the making of her carcanet,"
"23099","A Comedy of Errors","1","3.1.6","OF EPHESUS","And that to-morrow you will bring it home."
"23100","A Comedy of Errors","1","3.1.7","OF EPHESUS","But here's a villain that would face me down"
"23101","A Comedy of Errors","1","3.1.8","OF EPHESUS","He met me on the mart, and that I beat him,"
"23102","A Comedy of Errors","1","3.1.9","OF EPHESUS","And charged him with a thousand marks in gold,"
"23103","A Comedy of Errors","1","3.1.10","OF EPHESUS","And that I did deny my wife and house."
"23104","A Comedy of Errors","1","3.1.11","OF EPHESUS","Thou drunkard, thou, what didst thou mean by this?"
"23105","A Comedy of Errors","2","3.1.12","DROMIO OF EPHESUS","Say what you will, sir, but I know what I know,"
"23106","A Comedy of Errors","2","3.1.13","DROMIO OF EPHESUS","That you beat me at the mart, I have your hand to show:"
"23107","A Comedy of Errors","2","3.1.14","DROMIO OF EPHESUS","If the skin were parchment, and the blows you gave were ink,"
"23108","A Comedy of Errors","2","3.1.15","DROMIO OF EPHESUS","Your own handwriting would tell you what I think."
"23109","A Comedy of Errors","2","3.1.16","DROMIO OF EPHESUS","ANTIPHOLUS"
"23110","A Comedy of Errors","3","3.1.17","OF EPHESUS","I think thou art an ass."
"23111","A Comedy of Errors","4","3.1.18","DROMIO OF EPHESUS","Marry, so it doth appear"
"23112","A Comedy of Errors","4","3.1.19","DROMIO OF EPHESUS","By the wrongs I suffer and the blows I bear."
"23113","A Comedy of Errors","4","3.1.20","DROMIO OF EPHESUS","I should kick, being kick'd, and, being at that pass,"
"23114","A Comedy of Errors","4","3.1.21","DROMIO OF EPHESUS","You would keep from my heels and beware of an ass."
"23115","A Comedy of Errors","4","3.1.22","DROMIO OF EPHESUS","ANTIPHOLUS"
"23116","A Comedy of Errors","5","3.1.23","OF EPHESUS","You're sad, Signior Balthazar: pray God our cheer"
"23117","A Comedy of Errors","5","3.1.24","OF EPHESUS","May answer my good will and your good welcome here."
"23118","A Comedy of Errors","6","3.1.25","BALTHAZAR","I hold your dainties cheap, sir, and your"
"23119","A Comedy of Errors","6","3.1.26","BALTHAZAR","welcome dear."
"23120","A Comedy of Errors","6","3.1.27","BALTHAZAR","ANTIPHOLUS"
"23121","A Comedy of Errors","7","3.1.28","OF EPHESUS","O, Signior Balthazar, either at flesh or fish,"
"23122","A Comedy of Errors","7","3.1.29","OF EPHESUS","A table full of welcome make scarce one dainty dish."
"23123","A Comedy of Errors","8","3.1.30","BALTHAZAR","Good meat, sir, is common, that every churl affords."
"23124","A Comedy of Errors","8","3.1.31","BALTHAZAR","ANTIPHOLUS"
"23125","A Comedy of Errors","9","3.1.32","OF EPHESUS","And welcome more common, for that's nothing but words."
"23126","A Comedy of Errors","10","3.1.33","BALTHAZAR","Small cheer and great welcome makes a merry feast."
"23127","A Comedy of Errors","10","3.1.34","BALTHAZAR","ANTIPHOLUS"
"23128","A Comedy of Errors","11","3.1.35","OF EPHESUS","Ay, to a niggardly host, and more sparing guest:"
"23129","A Comedy of Errors","11","3.1.36","OF EPHESUS","But though my cates be mean, take them in good part,"
"23130","A Comedy of Errors","11","3.1.37","OF EPHESUS","Better cheer may you have, but not with better heart."
"23131","A Comedy of Errors","11","3.1.38","OF EPHESUS","But, soft! my door is lock'd. Go bid them let us in."
"23132","A Comedy of Errors","12","3.1.39","DROMIO OF EPHESUS","Maud, Bridget, Marian, Cicel, Gillian, Ginn!"
"23133","A Comedy of Errors","13","3.1.40","DROMIO OF SYRACUSE","[Within]  Mome, malt-horse, capon, coxcomb,"
"23134","A Comedy of Errors","13","3.1.41","DROMIO OF SYRACUSE","idiot, patch!"
"23135","A Comedy of Errors","13","3.1.42","DROMIO OF SYRACUSE","Either get thee from the door, or sit down at the hatch."
"23136","A Comedy of Errors","13","3.1.43","DROMIO OF SYRACUSE","Dost thou conjure for wenches, that thou call'st"
"23137","A Comedy of Errors","13","3.1.44","DROMIO OF SYRACUSE","for such store,"
"23138","A Comedy of Errors","13","3.1.45","DROMIO OF SYRACUSE","When one is one too many? Go, get thee from the door."
"23139","A Comedy of Errors","14","3.1.46","DROMIO OF EPHESUS","What patch is made our porter? My master stays in"
"23140","A Comedy of Errors","14","3.1.47","DROMIO OF EPHESUS","the street."
"23141","A Comedy of Errors","15","3.1.48","DROMIO OF SYRACUSE","[Within]  Let him walk from whence he came, lest he"
"23142","A Comedy of Errors","15","3.1.49","DROMIO OF SYRACUSE","catch cold on's feet."
"23143","A Comedy of Errors","15","3.1.50","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23144","A Comedy of Errors","16","3.1.51","OF EPHESUS","Who talks within there? ho, open the door!"
"23145","A Comedy of Errors","17","3.1.52","DROMIO OF SYRACUSE","[Within]  Right, sir, I'll tell you when, an you tell"
"23146","A Comedy of Errors","17","3.1.53","DROMIO OF SYRACUSE","me wherefore."
"23147","A Comedy of Errors","17","3.1.54","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23148","A Comedy of Errors","18","3.1.55","OF EPHESUS","Wherefore? for my dinner: I have not dined to-day."
"23149","A Comedy of Errors","19","3.1.56","DROMIO OF SYRACUSE","[Within]  Nor to-day here you must not, come again"
"23150","A Comedy of Errors","19","3.1.57","DROMIO OF SYRACUSE","when you may."
"23151","A Comedy of Errors","19","3.1.58","DROMIO OF SYRACUSE","ANTIPHOLUS"
"23152","A Comedy of Errors","20","3.1.59","OF EPHESUS","What art thou that keepest me out from the house I owe?"
"23153","A Comedy of Errors","21","3.1.60","DROMIO OF SYRACUSE","[Within]  The porter for this time, sir, and my name"
"23154","A Comedy of Errors","21","3.1.61","DROMIO OF SYRACUSE","is Dromio."
"23155","A Comedy of Errors","22","3.1.62","DROMIO OF EPHESUS","O villain! thou hast stolen both mine office and my name."
"23156","A Comedy of Errors","22","3.1.63","DROMIO OF EPHESUS","The one ne'er got me credit, the other mickle blame."
"23157","A Comedy of Errors","22","3.1.64","DROMIO OF EPHESUS","If thou hadst been Dromio to-day in my place,"
"23158","A Comedy of Errors","22","3.1.65","DROMIO OF EPHESUS","Thou wouldst have changed thy face for a name or thy"
"23159","A Comedy of Errors","22","3.1.66","DROMIO OF EPHESUS","name for an ass."
"23160","A Comedy of Errors","23","3.1.67","LUCE","[Within]  What a coil is there, Dromio? who are those"
"23161","A Comedy of Errors","23","3.1.68","LUCE","at the gate?"
"23162","A Comedy of Errors","24","3.1.69","DROMIO OF EPHESUS","Let my master in, Luce."
"23163","A Comedy of Errors","25","3.1.70","LUCE","[Within]  Faith, no, he comes too late,"
"23164","A Comedy of Errors","25","3.1.71","LUCE","And so tell your master."
"23165","A Comedy of Errors","26","3.1.72","DROMIO OF EPHESUS","O Lord, I must laugh!"
"23166","A Comedy of Errors","26","3.1.73","DROMIO OF EPHESUS","Have at you with a proverb--Shall I set in my staff?"
"23167","A Comedy of Errors","27","3.1.74","LUCE","[Within]  Have at you with another, that's--When?"
"23168","A Comedy of Errors","27","3.1.75","LUCE","can you tell?"
"23169","A Comedy of Errors","28","3.1.76","DROMIO OF SYRACUSE","[Within]  If thy name be call'd Luce--Luce, thou hast"
"23170","A Comedy of Errors","28","3.1.77","DROMIO OF SYRACUSE","answered him well."
"23171","A Comedy of Errors","29","3.1.78","ANTIPHOLUS","Do you hear, you minion? you'll let us in, I hope?"
"23172","A Comedy of Errors","29","3.1.79","ANTIPHOLUS","OF EPHESUS"
"23173","A Comedy of Errors","30","3.1.80","LUCE","[Within]  I thought to have asked you."
"23174","A Comedy of Errors","31","3.1.81","DROMIO OF SYRACUSE","[Within]  And you said no."
