w1,w2,count,count_w1,P(w2|w1)
people,love,3,216,0.013888888888888888
blows,us,1,72,0.013888888888888888
ancient,citizens,1,72,0.013888888888888888
ancient,receptacle,1,72,0.013888888888888888
service,done,3,216,0.013888888888888888
borne,all,1,72,0.013888888888888888
borne,life,1,72,0.013888888888888888
state,to,4,288,0.013888888888888888
romeo,slew,2,144,0.013888888888888888
affection,with,1,72,0.013888888888888888
double,gain,1,72,0.013888888888888888
bolingbroke,made,1,72,0.013888888888888888
double,reign,1,72,0.013888888888888888
ancient,quarrels,1,72,0.013888888888888888
drop,millstones,1,72,0.013888888888888888
double,hunt,1,72,0.013888888888888888
double,your,1,72,0.013888888888888888
blows,here,1,72,0.013888888888888888
falls,asleep,1,72,0.013888888888888888
borne,?,1,72,0.013888888888888888
greatness,covet,1,72,0.013888888888888888
valiant,greek,2,144,0.013888888888888888
blows,so,1,72,0.013888888888888888
double,labour,1,72,0.013888888888888888
drop,:,1,72,0.013888888888888888
greatness,going,1,72,0.013888888888888888
ancient,matron,1,72,0.013888888888888888
long,in,6,432,0.013888888888888888
borne,:,1,72,0.013888888888888888
double,trust,1,72,0.013888888888888888
common,and,2,144,0.013888888888888888
double,business,1,72,0.013888888888888888
greatness,should,1,72,0.013888888888888888
endure,this,1,72,0.013888888888888888
terms,it,1,72,0.013888888888888888
double,coronation,1,72,0.013888888888888888
approach,is,1,72,0.013888888888888888
terms,we,1,72,0.013888888888888888
affection,move,1,72,0.013888888888888888
proceed,with,1,72,0.013888888888888888
approach,apace,1,72,0.013888888888888888
double,honour,1,72,0.013888888888888888
falls,it,1,72,0.013888888888888888
bloody,fray,3,216,0.013888888888888888
falls,again,1,72,0.013888888888888888
terms,to,1,72,0.013888888888888888
jack,with,1,72,0.013888888888888888
jack,guardant,1,72,0.013888888888888888
proceed,any,1,72,0.013888888888888888
valiant,:,2,144,0.013888888888888888
endure,wind,1,72,0.013888888888888888
affection,as,1,72,0.013888888888888888
proceed,upon,1,72,0.013888888888888888
ancient,angel,1,72,0.013888888888888888
ancient,word,1,72,0.013888888888888888
ancient,tale,1,72,0.013888888888888888
affection,is,1,72,0.013888888888888888
endure,cold,1,72,0.013888888888888888
greatness,will,1,72,0.013888888888888888
double,blessing,1,72,0.013888888888888888
terms,precise,1,72,0.013888888888888888
affection,makes,1,72,0.013888888888888888
forgive,:,1,72,0.013888888888888888
forgive,'em,1,72,0.013888888888888888
falls,forward,1,72,0.013888888888888888
approach,before,1,72,0.013888888888888888
jack,out,1,72,0.013888888888888888
falls,me,1,72,0.013888888888888888
double,pomp,1,72,0.013888888888888888
forgive,and,1,72,0.013888888888888888
borne,his,1,72,0.013888888888888888
affection,that,1,72,0.013888888888888888
ancient,of,1,72,0.013888888888888888
ancient,quarrel,1,72,0.013888888888888888
borne,!,1,72,0.013888888888888888
proceed,especially,1,72,0.013888888888888888
affection,wondrous,1,72,0.013888888888888888
ancient,to,1,72,0.013888888888888888
jack,in,1,72,0.013888888888888888
ancient,capilet,1,72,0.013888888888888888
jack,dog,1,72,0.013888888888888888
greatness,?,1,72,0.013888888888888888
yourselves,!,1,72,0.013888888888888888
ancient,right,1,72,0.013888888888888888
endure,any,1,72,0.013888888888888888
ancient,saying,1,72,0.013888888888888888
double,bosoms,1,72,0.013888888888888888
terms,can,1,72,0.013888888888888888
double,damn,1,72,0.013888888888888888
ancient,damnation,1,72,0.013888888888888888
valiant,gentleman,2,144,0.013888888888888888
drop,is,1,72,0.013888888888888888
ancient,ruffian,1,72,0.013888888888888888
affection,ranges,1,72,0.013888888888888888
borne,himself,1,72,0.013888888888888888
bolingbroke,hath,1,72,0.013888888888888888
endure,for,1,72,0.013888888888888888
borne,with,1,72,0.013888888888888888
drop,gold,1,72,0.013888888888888888
ancient,castle,1,72,0.013888888888888888
falls,right,1,72,0.013888888888888888
borne,i,1,72,0.013888888888888888
knock,louder,1,72,0.013888888888888888
borne,it,1,72,0.013888888888888888
forgive,our,1,72,0.013888888888888888
terms,traitor,1,72,0.013888888888888888
forgive,yourself,1,72,0.013888888888888888
approach,sadly,1,72,0.013888888888888888
rosalind,lacks,1,72,0.013888888888888888
ancient,soldier,1,72,0.013888888888888888
double,ducats,1,72,0.013888888888888888
drop,into,1,72,0.013888888888888888
double,knavery,1,72,0.013888888888888888
double,excellency,1,72,0.013888888888888888
forgive,all,1,72,0.013888888888888888
endure,sweet,1,72,0.013888888888888888
yourselves,nor,1,72,0.013888888888888888
yourselves,made,1,72,0.013888888888888888
approach,rather,1,72,0.013888888888888888
falls,upon,1,72,0.013888888888888888
drop,our,1,72,0.013888888888888888
drop,no,1,72,0.013888888888888888
double,worship,1,72,0.013888888888888888
falls,not,1,72,0.013888888888888888
drop,profound,1,72,0.013888888888888888
approach,singing,1,72,0.013888888888888888
borne,men,1,72,0.013888888888888888
ancient,lady,1,72,0.013888888888888888
approach,those,1,72,0.013888888888888888
double,sense,1,72,0.013888888888888888
falls,shrewdly,1,72,0.013888888888888888
falls,would,1,72,0.013888888888888888
drop,she,1,72,0.013888888888888888
ancient,knave,1,72,0.013888888888888888
double,shadow,1,72,0.013888888888888888
terms,!,1,72,0.013888888888888888
double,villain,1,72,0.013888888888888888
approach,be,1,72,0.013888888888888888
double,spirit,1,72,0.013888888888888888
ancient,proverb,1,72,0.013888888888888888
ancient,bickerings,1,72,0.013888888888888888
terms,he,1,72,0.013888888888888888
double,beer,1,72,0.013888888888888888
double,grace,1,72,0.013888888888888888
double,occasion,1,72,0.013888888888888888
forgive,thy,1,72,0.013888888888888888
borne,from,1,72,0.013888888888888888
terms,i,1,72,0.013888888888888888
borne,ourselves,1,72,0.013888888888888888
approach,his,1,72,0.013888888888888888
affection,?,1,72,0.013888888888888888
yourselves,do,1,72,0.013888888888888888
endure,more,1,72,0.013888888888888888
yourselves,--,1,72,0.013888888888888888
ancient,city,1,72,0.013888888888888888
state,'s,4,288,0.013888888888888888
borne,thee,1,72,0.013888888888888888
proceed,i,1,72,0.013888888888888888
greatness,whereof,1,72,0.013888888888888888
greatness,',1,72,0.013888888888888888
ancient,amities,1,72,0.013888888888888888
blows,repaid,1,72,0.013888888888888888
ancient,gentleman,1,72,0.013888888888888888
yourselves,but,1,72,0.013888888888888888
falls,like,1,72,0.013888888888888888
rosalind,swoons,1,72,0.013888888888888888
ancient,morsel,1,72,0.013888888888888888
affection,unto,1,72,0.013888888888888888
rosalind,so,1,72,0.013888888888888888
said,?,5,360,0.013888888888888888
bolingbroke,have,1,72,0.013888888888888888
ancient,feast,1,72,0.013888888888888888
greatness,was,1,72,0.013888888888888888
greatness,weigh,1,72,0.013888888888888888
ancient,:,1,72,0.013888888888888888
double,majesties,1,72,0.013888888888888888
common,good,2,144,0.013888888888888888
yourselves,no,1,72,0.013888888888888888
double,ones,1,72,0.013888888888888888
double,heart,1,72,0.013888888888888888
falls,down,1,72,0.013888888888888888
greatness,knows,1,72,0.013888888888888888
greatness,needs,1,72,0.013888888888888888
knock,a,1,72,0.013888888888888888
ancient,gentry,1,72,0.013888888888888888
double,five,1,72,0.013888888888888888
drop,but,1,72,0.013888888888888888
endure,his,1,72,0.013888888888888888
drop,cries,1,72,0.013888888888888888
yourselves,what,1,72,0.013888888888888888
ancient,tradition,1,72,0.013888888888888888
proceed,against,1,72,0.013888888888888888
ancient,ears,1,72,0.013888888888888888
affection,where,1,72,0.013888888888888888
approach,shall,1,72,0.013888888888888888
you,not,188,13548,0.013876586950103336
by,",",50,3604,0.013873473917869035
by,and,50,3604,0.013873473917869035
sir,hugh,34,2451,0.0138718890248878
done,well,9,649,0.01386748844375963
done,with,9,649,0.01386748844375963
it,with,104,7500,0.013866666666666666
mean,a,4,289,0.01384083044982699
mean,it,4,289,0.01384083044982699
mean,not,4,289,0.01384083044982699
mean,and,4,289,0.01384083044982699
are,.,46,3324,0.013838748495788207
found,by,3,217,0.013824884792626729
pity,not,3,217,0.013824884792626729
found,?,3,217,0.013824884792626729
pity,is,3,217,0.013824884792626729
pity,in,3,217,0.013824884792626729
pity,you,3,217,0.013824884792626729
then,we,29,2098,0.013822688274547188
then,he,29,2098,0.013822688274547188
like,him,23,1664,0.013822115384615384
both,my,8,579,0.013816925734024179
him,with,70,5068,0.013812154696132596
own,person,10,724,0.013812154696132596
from,their,35,2535,0.013806706114398421
i,was,301,21808,0.013802274394717534
is,but,141,10219,0.013797827576083766
methinks,:,2,145,0.013793103448275862
twenty,miles,2,145,0.013793103448275862
methinks,our,2,145,0.013793103448275862
methinks,a,2,145,0.013793103448275862
twenty,more,2,145,0.013793103448275862
methinks,there,2,145,0.013793103448275862
methinks,thou,2,145,0.013793103448275862
methinks,.,2,145,0.013793103448275862
report,what,2,145,0.013793103448275862
report,be,2,145,0.013793103448275862
twenty,:,2,145,0.013793103448275862
report,i,2,145,0.013793103448275862
report,a,2,145,0.013793103448275862
methinks,in,2,145,0.013793103448275862
twenty,pound,2,145,0.013793103448275862
methinks,she,2,145,0.013793103448275862
report,?,2,145,0.013793103448275862
twenty,to,2,145,0.013793103448275862
twenty,men,2,145,0.013793103448275862
report,than,2,145,0.013793103448275862
report,should,2,145,0.013793103448275862
twenty,crowns,2,145,0.013793103448275862
twenty,valiant,2,145,0.013793103448275862
well,i,29,2103,0.01378982406086543
yet,in,21,1524,0.013779527559055118
upon,that,23,1671,0.01376421304608019
upon,them,23,1671,0.01376421304608019
cry,against,3,218,0.013761467889908258
cry,is,3,218,0.013761467889908258
high,majesty,3,218,0.013761467889908258
cry,woe,3,218,0.013761467889908258
high,will,3,218,0.013761467889908258
stay,too,6,436,0.013761467889908258
cry,it,3,218,0.013761467889908258
cry,',3,218,0.013761467889908258
cry,?,3,218,0.013761467889908258
fear,?,9,654,0.013761467889908258
cry,'the,3,218,0.013761467889908258
cry,your,3,218,0.013761467889908258
high,heaven,3,218,0.013761467889908258
stay,we,6,436,0.013761467889908258
high,blood,3,218,0.013761467889908258
whom,our,6,436,0.013761467889908258
whom,this,6,436,0.013761467889908258
bear,to,7,509,0.0137524557956778
still,have,7,509,0.0137524557956778
made,them,11,800,0.01375
shame,of,4,291,0.013745704467353952
shame,with,4,291,0.013745704467353952
sure,my,4,291,0.013745704467353952
crown,!,4,291,0.013745704467353952
sure,the,4,291,0.013745704467353952
crown,for,4,291,0.013745704467353952
shame,for,4,291,0.013745704467353952
shame,in,4,291,0.013745704467353952
sure,enough,4,291,0.013745704467353952
where,she,18,1310,0.013740458015267175
great,and,12,874,0.013729977116704805
heart,that,13,947,0.013727560718057022
dead,body,7,510,0.013725490196078431
dead,bodies,7,510,0.013725490196078431
how,do,29,2114,0.013718070009460738
'd,?,69,5033,0.013709517186568647
cunning,man,1,73,0.0136986301369863
bearing,banners,1,73,0.0136986301369863
struck,dead,1,73,0.0136986301369863
dark,?,1,73,0.0136986301369863
struck,one,1,73,0.0136986301369863
song,now,1,73,0.0136986301369863
several,lodgings,1,73,0.0136986301369863
melancholy,without,1,73,0.0136986301369863
ajax,can,1,73,0.0136986301369863
creature,northward,1,73,0.0136986301369863
several,of,1,73,0.0136986301369863
dance,:,1,73,0.0136986301369863
several,posterns,1,73,0.0136986301369863
grows,circumspect,1,73,0.0136986301369863
cunning,livery,1,73,0.0136986301369863
dark,spirit,1,73,0.0136986301369863
struck,to,1,73,0.0136986301369863
song,be,1,73,0.0136986301369863
dark,cloudy,1,73,0.0136986301369863
warwick,is,3,219,0.0136986301369863
several,greeting,1,73,0.0136986301369863
round,even,1,73,0.0136986301369863
ajax,come,1,73,0.0136986301369863
cunning,practise,1,73,0.0136986301369863
warwick,:,3,219,0.0136986301369863
bearing,my,1,73,0.0136986301369863
creature,seeing,1,73,0.0136986301369863
beggar,of,1,73,0.0136986301369863
several,applications,1,73,0.0136986301369863
ajax,--,1,73,0.0136986301369863
valentine,her,1,73,0.0136986301369863
ajax,employ,1,73,0.0136986301369863
quiet,nor,1,73,0.0136986301369863
dance,ere,1,73,0.0136986301369863
round,beard,1,73,0.0136986301369863
bearing,thus,1,73,0.0136986301369863
brain,may,1,73,0.0136986301369863
dark,backward,1,73,0.0136986301369863
grows,kind,1,73,0.0136986301369863
cunning,instrument,1,73,0.0136986301369863
brain,is,1,73,0.0136986301369863
dance,upon,1,73,0.0136986301369863
round,sum,1,73,0.0136986301369863
dance,out,1,73,0.0136986301369863
dark,deeds,1,73,0.0136986301369863
bearing,arrows,1,73,0.0136986301369863
melancholy,boughs,1,73,0.0136986301369863
struck,pale,1,73,0.0136986301369863
beggar,then,1,73,0.0136986301369863
motion,'s,1,73,0.0136986301369863
struck,!,1,73,0.0136986301369863
song,out,1,73,0.0136986301369863
grows,upon,1,73,0.0136986301369863
brain,turn,1,73,0.0136986301369863
round,to,1,73,0.0136986301369863
beggar,is,1,73,0.0136986301369863
melancholy,in,1,73,0.0136986301369863
song,the,1,73,0.0136986301369863
several,places,1,73,0.0136986301369863
motion,govern,1,73,0.0136986301369863
grows,underneath,1,73,0.0136986301369863
dance,her,1,73,0.0136986301369863
fall,and,4,292,0.0136986301369863
married,wife,2,146,0.0136986301369863
several,factions,1,73,0.0136986301369863
brain,awe,1,73,0.0136986301369863
motion,age,1,73,0.0136986301369863
several,mistress,1,73,0.0136986301369863
cunning,gild,1,73,0.0136986301369863
motion,as,1,73,0.0136986301369863
several,dwelling-places,1,73,0.0136986301369863
several,pleasure,1,73,0.0136986301369863
grows,very,1,73,0.0136986301369863
several,paper,1,73,0.0136986301369863
several,subjects,1,73,0.0136986301369863
several,bastardy,1,73,0.0136986301369863
creature,as,1,73,0.0136986301369863
alack,that,1,73,0.0136986301369863
bearing,misery,1,73,0.0136986301369863
several,charge,1,73,0.0136986301369863
married,!,2,146,0.0136986301369863
beggar,too,1,73,0.0136986301369863
several,which,1,73,0.0136986301369863
dark,enough,1,73,0.0136986301369863
bearing,her,1,73,0.0136986301369863
brain,than,1,73,0.0136986301369863
quiet,guard,1,73,0.0136986301369863
dance,indeed,1,73,0.0136986301369863
cunning,enemy,1,73,0.0136986301369863
round,little,1,73,0.0136986301369863
bearing,he,1,73,0.0136986301369863
grows,there,1,73,0.0136986301369863
motion,here,1,73,0.0136986301369863
several,counsels,1,73,0.0136986301369863
creature,enter,1,73,0.0136986301369863
dance,is,1,73,0.0136986301369863
quiet,rest,1,73,0.0136986301369863
round,belly,1,73,0.0136986301369863
creature,doubtless,1,73,0.0136986301369863
cunning,can,1,73,0.0136986301369863
beggar,wont,1,73,0.0136986301369863
grows,so,1,73,0.0136986301369863
several,women,1,73,0.0136986301369863
song,!,1,73,0.0136986301369863
married,a,2,146,0.0136986301369863
dark,shall,1,73,0.0136986301369863
grows,rank,1,73,0.0136986301369863
round,my,1,73,0.0136986301369863
quiet,pass,1,73,0.0136986301369863
bearing,gloucester,1,73,0.0136986301369863
valentine,?,1,73,0.0136986301369863
several,man,1,73,0.0136986301369863
several,guests,1,73,0.0136986301369863
quiet,:,1,73,0.0136986301369863
ajax,draw,1,73,0.0136986301369863
bearing,simpcox,1,73,0.0136986301369863
fellow,in,4,292,0.0136986301369863
married,ear,2,146,0.0136986301369863
creature,run,1,73,0.0136986301369863
quiet,while,1,73,0.0136986301369863
dark,!,1,73,0.0136986301369863
bearing,up,1,73,0.0136986301369863
struck,their,1,73,0.0136986301369863
beggar,dwell,1,73,0.0136986301369863
quiet,sword,1,73,0.0136986301369863
motion,generative,1,73,0.0136986301369863
cunning,had,1,73,0.0136986301369863
song,bode,1,73,0.0136986301369863
several,way,1,73,0.0136986301369863
melancholy,seat,1,73,0.0136986301369863
married,men,2,146,0.0136986301369863
cunning,were,1,73,0.0136986301369863
bearing,towards,1,73,0.0136986301369863
melancholy,forth,1,73,0.0136986301369863
grows,harsh,1,73,0.0136986301369863
grows,impatient,1,73,0.0136986301369863
song,within,1,73,0.0136986301369863
grows,in,1,73,0.0136986301369863
bearing,two,1,73,0.0136986301369863
struck,his,1,73,0.0136986301369863
dance,which,1,73,0.0136986301369863
cunning,cruelty,1,73,0.0136986301369863
several,sorts,1,73,0.0136986301369863
brain,fuming,1,73,0.0136986301369863
several,councils,1,73,0.0136986301369863
beggar,that,1,73,0.0136986301369863
quiet,shortly,1,73,0.0136986301369863
quiet,ones,1,73,0.0136986301369863
bearing,should,1,73,0.0136986301369863
note,that,2,146,0.0136986301369863
bearing,each,1,73,0.0136986301369863
several,tongues,1,73,0.0136986301369863
dark,thou,1,73,0.0136986301369863
grows,bald,1,73,0.0136986301369863
several,they,1,73,0.0136986301369863
creature,born,1,73,0.0136986301369863
several,suits,1,73,0.0136986301369863
alack,.,1,73,0.0136986301369863
grows,melancholy,1,73,0.0136986301369863
motion,if,1,73,0.0136986301369863
quiet,then,1,73,0.0136986301369863
melancholy,sold,1,73,0.0136986301369863
valentine,shall,1,73,0.0136986301369863
quiet,walks,1,73,0.0136986301369863
melancholy,vale,1,73,0.0136986301369863
dance,again,1,73,0.0136986301369863
several,chairs,1,73,0.0136986301369863
melancholy,man,1,73,0.0136986301369863
creature,such,1,73,0.0136986301369863
several,visitations,1,73,0.0136986301369863
cunning,sin,1,73,0.0136986301369863
several,countries,1,73,0.0136986301369863
struck,this,1,73,0.0136986301369863
cunning,cardinal,1,73,0.0136986301369863
brain,'s,1,73,0.0136986301369863
song,they,1,73,0.0136986301369863
ajax,go,1,73,0.0136986301369863
struck,for,1,73,0.0136986301369863
creature,?,1,73,0.0136986301369863
ajax,makes,1,73,0.0136986301369863
several,fortunes,1,73,0.0136986301369863
cunning,hides,1,73,0.0136986301369863
quiet,hour,1,73,0.0136986301369863
cunning,faints,1,73,0.0136986301369863
quiet,catch,1,73,0.0136986301369863
quiet,?,1,73,0.0136986301369863
melancholy,sits,1,73,0.0136986301369863
struck,fire,1,73,0.0136986301369863
melancholy,element,1,73,0.0136986301369863
cunning,manner,1,73,0.0136986301369863
bearing,out,1,73,0.0136986301369863
cunning,times,1,73,0.0136986301369863
ajax,thus,1,73,0.0136986301369863
beggar,without,1,73,0.0136986301369863
struck,than,1,73,0.0136986301369863
cunning,!,1,73,0.0136986301369863
round,encompassed,1,73,0.0136986301369863
bearing,his,1,73,0.0136986301369863
motion,toward,1,73,0.0136986301369863
round,fines,1,73,0.0136986301369863
quiet,breast,1,73,0.0136986301369863
quiet,hours,1,73,0.0136986301369863
cunning,whore,1,73,0.0136986301369863
dark,dishonour,1,73,0.0136986301369863
ajax,on,1,73,0.0136986301369863
motion,i,1,73,0.0136986301369863
several,clime,1,73,0.0136986301369863
bearing,great,1,73,0.0136986301369863
dance,these,1,73,0.0136986301369863
motion,turn,1,73,0.0136986301369863
several,tunes,1,73,0.0136986301369863
beggar,native,1,73,0.0136986301369863
grows,our,1,73,0.0136986301369863
beggar,in,1,73,0.0136986301369863
bearing,too,1,73,0.0136986301369863
grows,elder,1,73,0.0136986301369863
motion,please,1,73,0.0136986301369863
grows,dainty,1,73,0.0136986301369863
grows,where,1,73,0.0136986301369863
several,ranges,1,73,0.0136986301369863
ajax,lack,1,73,0.0136986301369863
several,parcels,1,73,0.0136986301369863
fellow,has,4,292,0.0136986301369863
melancholy,fellow,1,73,0.0136986301369863
several,worthies,1,73,0.0136986301369863
dance,for,1,73,0.0136986301369863
melancholy,god,1,73,0.0136986301369863
ajax,telamonius,1,73,0.0136986301369863
brain,'d,1,73,0.0136986301369863
quiet,grave,1,73,0.0136986301369863
valentine,being,1,73,0.0136986301369863
beggar,should,1,73,0.0136986301369863
note,the,2,146,0.0136986301369863
motion,you,1,73,0.0136986301369863
melancholy,flood,1,73,0.0136986301369863
quiet,at,1,73,0.0136986301369863
quiet,course,1,73,0.0136986301369863
song,too,1,73,0.0136986301369863
cunning,witch,1,73,0.0136986301369863
struck,anointed,1,73,0.0136986301369863
dark,uneven,1,73,0.0136986301369863
motion,sooner,1,73,0.0136986301369863
valentine,thy,1,73,0.0136986301369863
round,haunches,1,73,0.0136986301369863
dark,december,1,73,0.0136986301369863
quiet,sleep,1,73,0.0136986301369863
fall,?,4,292,0.0136986301369863
note,this,2,146,0.0136986301369863
note,how,2,146,0.0136986301369863
creature,unprepared,1,73,0.0136986301369863
several,colours,1,73,0.0136986301369863
quiet,!,1,73,0.0136986301369863
creature,died,1,73,0.0136986301369863
quiet,conscience,1,73,0.0136986301369863
cunning,schoolmasters,1,73,0.0136986301369863
round,tears,1,73,0.0136986301369863
song,again,1,73,0.0136986301369863
dark,conspiracy,1,73,0.0136986301369863
cunning,hand,1,73,0.0136986301369863
cunning,fiend,1,73,0.0136986301369863
dance,between,1,73,0.0136986301369863
round,world,1,73,0.0136986301369863
grows,of,1,73,0.0136986301369863
several,caskets,1,73,0.0136986301369863
several,devils,1,73,0.0136986301369863
cunning,past,1,73,0.0136986301369863
ajax,arm,1,73,0.0136986301369863
ajax,bravely,1,73,0.0136986301369863
quiet,thy,1,73,0.0136986301369863
struck,upon,1,73,0.0136986301369863
dance,canary,1,73,0.0136986301369863
quiet,when,1,73,0.0136986301369863
quiet,confines,1,73,0.0136986301369863
bearing,them,1,73,0.0136986301369863
several,strange,1,73,0.0136986301369863
several,years,1,73,0.0136986301369863
ajax,commands,1,73,0.0136986301369863
brain,was,1,73,0.0136986301369863
dark,monarchy,1,73,0.0136986301369863
melancholy,is,1,73,0.0136986301369863
dance,about,1,73,0.0136986301369863
brain,the,1,73,0.0136986301369863
dance,now,1,73,0.0136986301369863
round,nave,1,73,0.0136986301369863
dark,heaven,1,73,0.0136986301369863
quiet,breath,1,73,0.0136986301369863
bearing,arms,1,73,0.0136986301369863
creature,enters,1,73,0.0136986301369863
beggar,the,1,73,0.0136986301369863
grows,great,1,73,0.0136986301369863
several,honours,1,73,0.0136986301369863
brain,not,1,73,0.0136986301369863
grows,into,1,73,0.0136986301369863
grows,it,1,73,0.0136986301369863
creature,pluck,1,73,0.0136986301369863
beggar,his,1,73,0.0136986301369863
grows,fouler,1,73,0.0136986301369863
grows,heavy,1,73,0.0136986301369863
cunning,drift,1,73,0.0136986301369863
creature,but,1,73,0.0136986301369863
brain,i,1,73,0.0136986301369863
bearing,it,1,73,0.0136986301369863
creature,living,1,73,0.0136986301369863
struck,a,1,73,0.0136986301369863
round,man,1,73,0.0136986301369863
song,to-night,1,73,0.0136986301369863
several,kinds,1,73,0.0136986301369863
quiet,scarce,1,73,0.0136986301369863
several,sins,1,73,0.0136986301369863
round,unvarnish,1,73,0.0136986301369863
grows,soft,1,73,0.0136986301369863
which,was,30,2190,0.0136986301369863
melancholy,bells,1,73,0.0136986301369863
creature,loves,1,73,0.0136986301369863
quiet,yourselves,1,73,0.0136986301369863
round,underborne,1,73,0.0136986301369863
grows,not,1,73,0.0136986301369863
cunning,more,1,73,0.0136986301369863
cunning,i,1,73,0.0136986301369863
valentine,was,1,73,0.0136986301369863
bearing,burdens,1,73,0.0136986301369863
married,in,2,146,0.0136986301369863
melancholy,out,1,73,0.0136986301369863
round,impaled,1,73,0.0136986301369863
brain,in,1,73,0.0136986301369863
fall,thy,4,292,0.0136986301369863
beggar,begs,1,73,0.0136986301369863
several,noises,1,73,0.0136986301369863
dark,needs,1,73,0.0136986301369863
quiet,go,1,73,0.0136986301369863
grows,direct,1,73,0.0136986301369863
struck,but,1,73,0.0136986301369863
creature,thou,1,73,0.0136986301369863
ajax,shall,1,73,0.0136986301369863
melancholy,'s,1,73,0.0136986301369863
cunning,hell,1,73,0.0136986301369863
brain,to,1,73,0.0136986301369863
struck,?,1,73,0.0136986301369863
beggar,at,1,73,0.0136986301369863
cunning,men,1,73,0.0136986301369863
cunning,cooks,1,73,0.0136986301369863
brain,makes,1,73,0.0136986301369863
grows,sad,1,73,0.0136986301369863
cunning,hast,1,73,0.0136986301369863
song,without,1,73,0.0136986301369863
grows,guilty,1,73,0.0136986301369863
dark,oblivion,1,73,0.0136986301369863
dance,the,1,73,0.0136986301369863
several,deaths,1,73,0.0136986301369863
quiet,consummation,1,73,0.0136986301369863
cunning,thief,1,73,0.0136986301369863
dark,meaning,1,73,0.0136986301369863
ajax,carry,1,73,0.0136986301369863
melancholy,bait,1,73,0.0136986301369863
alack,for,1,73,0.0136986301369863
melancholy,upon,1,73,0.0136986301369863
ajax,offers,1,73,0.0136986301369863
dance,before,1,73,0.0136986301369863
melancholy,lord,1,73,0.0136986301369863
struck,them,1,73,0.0136986301369863
ajax,was,1,73,0.0136986301369863
quiet,untroubled,1,73,0.0136986301369863
several,dignities,1,73,0.0136986301369863
struck,her,1,73,0.0136986301369863
bearing,boughs,1,73,0.0136986301369863
dark,by,1,73,0.0136986301369863
motion,will,1,73,0.0136986301369863
dance,our,1,73,0.0136986301369863
ajax,to,1,73,0.0136986301369863
grows,angry,1,73,0.0136986301369863
melancholy,oft,1,73,0.0136986301369863
several,hands,1,73,0.0136986301369863
several,citizens,1,73,0.0136986301369863
valentine,myself,1,73,0.0136986301369863
married,that,2,146,0.0136986301369863
struck,:,1,73,0.0136986301369863
struck,caesar,1,73,0.0136986301369863
bearing,our,1,73,0.0136986301369863
bearing,fellowship,1,73,0.0136986301369863
struck,mine,1,73,0.0136986301369863
dark,tower,1,73,0.0136986301369863
creature,native,1,73,0.0136986301369863
quiet,days,1,73,0.0136986301369863
beggar,posthumus,1,73,0.0136986301369863
creature,fruitful,1,73,0.0136986301369863
bearing,thence,1,73,0.0136986301369863
grows,here,1,73,0.0136986301369863
beggar,pities,1,73,0.0136986301369863
quiet,night,1,73,0.0136986301369863
grows,this,1,73,0.0136986301369863
song,than,1,73,0.0136986301369863
quiet,beds,1,73,0.0136986301369863
dark,our,1,73,0.0136986301369863
round,hose,1,73,0.0136986301369863
grows,aslant,1,73,0.0136986301369863
motion,much,1,73,0.0136986301369863
several,chamber,1,73,0.0136986301369863
gold,will,3,219,0.0136986301369863
struck,ten,1,73,0.0136986301369863
cunning,match,1,73,0.0136986301369863
dance,bare-foot,1,73,0.0136986301369863
ajax,renown,1,73,0.0136986301369863
several,crest,1,73,0.0136986301369863
motion,in,1,73,0.0136986301369863
dark,is,1,73,0.0136986301369863
ajax,now,1,73,0.0136986301369863
dark,corners,1,73,0.0136986301369863
struck,with,1,73,0.0136986301369863
song,by,1,73,0.0136986301369863
gold,enough,3,219,0.0136986301369863
dance,on,1,73,0.0136986301369863
bearing,queen,1,73,0.0136986301369863
beggar,nay,1,73,0.0136986301369863
several,dowers,1,73,0.0136986301369863
grows,by,1,73,0.0136986301369863
grows,wondrous,1,73,0.0136986301369863
creature,else,1,73,0.0136986301369863
ajax,goes,1,73,0.0136986301369863
bearing,weight,1,73,0.0136986301369863
melancholy,disposition,1,73,0.0136986301369863
several,tale,1,73,0.0136986301369863
melancholy,state,1,73,0.0136986301369863
motion,like,1,73,0.0136986301369863
creature,and,1,73,0.0136986301369863
cunning,hath,1,73,0.0136986301369863
married,my,2,146,0.0136986301369863
bearing,carry,1,73,0.0136986301369863
bearing,flowers,1,73,0.0136986301369863
cunning,as,1,73,0.0136986301369863
cunning,waters,1,73,0.0136986301369863
several,titles,1,73,0.0136986301369863
brain,so,1,73,0.0136986301369863
several,crime,1,73,0.0136986301369863
several,loves,1,73,0.0136986301369863
grows,wide,1,73,0.0136986301369863
brain,little,1,73,0.0136986301369863
grows,and,1,73,0.0136986301369863
melancholy,night,1,73,0.0136986301369863
bearing,mark,1,73,0.0136986301369863
melancholy,sprung,1,73,0.0136986301369863
dark,:,1,73,0.0136986301369863
grows,something,1,73,0.0136986301369863
motion,through,1,73,0.0136986301369863
thou,didst,71,5184,0.013695987654320988
enter,two,28,2047,0.013678553981436248
enter,sir,28,2047,0.013678553981436248
whose,hand,8,585,0.013675213675213675
to,see,252,18436,0.013668908656975483
my,love,162,11857,0.01366281521464114
had,my,19,1391,0.013659237958303379
had,as,19,1391,0.013659237958303379
old,as,8,586,0.013651877133105802
